date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:29:40	90935/90935	---MCZ	200	added ('OK')	text/html	etag:W/%22929c016475ef2fd1ffa435060bc138b2--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/family+tiny+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/family+tiny+camper.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:41	90881/90881	---MCZ	200	added ('OK')	text/html	etag:W/%227ba1d4e0c9572a619ad54509a7f9e66c--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/wander+tears	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/wander+tears.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:42	90944/90944	---MCZ	200	added ('OK')	text/html	etag:W/%2270727e4db63c918a9a4d3268031aee55--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/wander+tears+camper	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/wander+tears+camper.html	(from https://wandertears.com/diy-teardrop-blog/blanca-la-teardrop)
16:29:43	90452/90452	---MCZ	200	added ('OK')	text/html	etag:W/%22425afc2f1a13809385efe3d73a5c0cdf--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+frame	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+trailer+frame.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:44	96807/96807	---MCZ	200	added ('OK')	text/html	etag:W/%22c86b3b90d6a12e61bef24e083e8cb0d6--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/trailer+frame	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/trailer+frame.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:45	102628/102628	---M-Z	200	added ('OK')	text/html	etag:W/%2268e89d69558627de54107a1343c0a313--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/trailer+frame+for+diy+trailer	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/trailer+frame+for+diy+trailer.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:46	92163/92163	---MCZ	200	added ('OK')	text/html	etag:W/%227040f3b10cb64168916bc401470ca9ad--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/diy+trailer+frame	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/diy+trailer+frame.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:47	90416/90416	---MCZ	200	added ('OK')	text/html	etag:W/%22621c43ae7e5a71110023ccfcc9fd117f--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/trailer+frame+info	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/trailer+frame+info.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:48	102662/102662	---MCZ	200	added ('OK')	text/html	etag:W/%227ed921efdf4360f117a461de9f012d5a--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/what+trailer+frame+do+I+need	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/what+trailer+frame+do+I+need.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:48	90515/90515	---MCZ	200	added ('OK')	text/html	etag:W/%229a0c9cb5cc37e0acbdf6d6df60dc5fdf--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+camper+trailer+frame	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+camper+trailer+frame.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:50	90506/90506	---MCZ	200	added ('OK')	text/html	etag:W/%22ae25fd3a0fec8fd2b09435ebf86a7fe4--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/how+to+build+a+trailer+frame	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/how+to+build+a+trailer+frame.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:51	90494/90494	---MCZ	200	added ('OK')	text/html	etag:W/%2229d3d678c9b12bf7fed622667dfbe211--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/teardrop+camping	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/teardrop+camping.html	(from https://wandertears.com/diy-teardrop-blog/teardrop-trailer-frame-and-chassis)
16:29:52	92345/92345	---MCZ	200	added ('OK')	text/html	etag:W/%2250273d88fb496d244ef241f63a8ed8a1--gzip%22	https://wandertears.com/diy-teardrop-blog?author=6073738737c20527515f504e	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog95c2.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:53	227361/227361	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22e60ce7becb1d52ec5bce925d84917c6d%22	https://wandertears.com/reasons-you-need-a-teardrop-camper/	/Users/jared/websites/trailerwebsite3/wandertears.com/reasons-you-need-a-teardrop-camper/index.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:53	90736/90736	---MCZ	200	added ('OK')	text/html	etag:W/%2286937f737bd70c2dfef00d19b7961615--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/Sustainability	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/Sustainability.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:54	90781/90781	---MCZ	200	added ('OK')	text/html	etag:W/%22989235613fa899fa310406997ff3291b--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/Sustainable+Camping	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/Sustainable+Camping.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:54	90790/90790	---MCZ	200	added ('OK')	text/html	etag:W/%226fc98a3d8beceb869f6ee97cb9af70ce--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/Eco+Friendly+Camping	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/Eco+Friendly+Camping.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:55	90754/90754	---M-Z	200	added ('OK')	text/html	etag:W/%22f4d89bc12ce2b374fd252e3d48c3e1da--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/Sustainable+Tips	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/Sustainable+Tips.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
16:29:57	92510/92510	---MCZ	200	added ('OK')	text/html	etag:W/%222aaf15a2fa2397210f23db164fd9f4bb--gzip%22	https://wandertears.com/diy-teardrop-blog/tag/Camp+Sustainably	/Users/jared/websites/trailerwebsite3/wandertears.com/diy-teardrop-blog/tag/Camp+Sustainably.html	(from https://wandertears.com/diy-teardrop-blog/6-simple-sustainable-camping-trip-tips)
